invima,url_cv,precio_cv,precio_fm,url_fm
2014M-0003113-R1,https://www.cruzverde.com.co/medicamentos/salud-visual-y-auditiva/vigamox-solucion-oftalmica-05-frasco-x-5ml/COCV_46673.html,35673,34450,https://www.farmatodo.com.co/producto/1019998-vigamox-05-gotas
2020M-0016206-R1X10,https://www.cruzverde.com.co/medicamentos/salud-visual-y-auditiva/optive-fusion-solucion-oftalmica-esteril-frasco-x-10-ml/COCV_139798.html,53438,51400,https://www.farmatodo.com.co/producto/1053438-optive-fusion-0509
2023M-0017911-R1,https://www.cruzverde.com.co/medicamentos/salud-visual-y-auditiva/optive-fusion-ud-24-mg0.4ml0.51-solucion-oftalmica-caja-x-30-viales-x-0.4ml/COCV_156621.html,74000,66950,https://www.farmatodo.com.co/producto/211550230-optive-fusion-ud
2023M-011074-R3X15,https://www.cruzverde.com.co/medicamentos/salud-visual-y-auditiva/refresh-tears-5mgml-solucion-oftalmica-frasco-x-15-ml/COCV_20472.html,53105,46150,https://www.farmatodo.com.co/producto/1054506-oferta-refresh-tears-x
2023M-0001128-R2,https://www.cruzverde.com.co/medicamentos/salud-visual-y-auditiva/lagricel-ofteno-solucion-oftalmica-caja-x-20-ampolletas/COCV_159579.html,70900,68950,https://www.farmatodo.com.co/producto/200800133-lagricel-ofteno
2021M-0020584,https://www.cruzverde.com.co/medicamentos/salud-visual-y-auditiva/hialub-4mgml0.4-solucion-oftalmologica-frasco-x-10ml/COCV_546957.html,61418,59500,https://www.farmatodo.com.co/producto/257200294-hialub-solucion-oft
2021M-0016408-R1X30,https://www.cruzverde.com.co/vital/ae/daflon-suspension-oral-900100mg10ml-caja-x-30-sobres-x-10-ml/COCV_129091.html,166075,159475,https://www.farmatodo.com.co/producto/1055694-daflon-1000mg-susp-oral
2022M-0012253-R2,https://www.cruzverde.com.co/vital/lp/leprit-enzimatico-2580150mg-caja-x-60-grageas/COCV_123821.html,146158,98350,https://www.farmatodo.com.co/producto/1040053-leprit-enzimatico-2580150mg-caja-x-30grg-pharmetique-levosulpirida-simeticona
SD2016-0003961X60,https://www.cruzverde.com.co/bienestar-y-nutricion/suplementos-dietarios/tricovit-tableta-caja-x-60/COCV_53177.html,172378,162050,https://www.farmatodo.com.co/producto/1017107-tricovit-tabletas-caja
2015M-0016615,https://www.cruzverde.com.co/vital/vz/xigduo-xr-101000mg-caja-x-28-tabletas-liberacion-prolongada/COCV_134050.html,165063,161450,https://www.farmatodo.com.co/producto/1051470-xigduo-xr-101000mg
2020M-0010347-R1,https://www.cruzverde.com.co/vital/vz/vaxiduo-ovulos-vaginales-100400mg-caja-x-7/COCV_95788.html,150433,109200,https://www.farmatodo.com.co/producto/250000185-vaxiduo-100mg400-mg
NSOC11322-22CO,https://www.cruzverde.com.co/dermocosmeticos/cuidado-facial/sensibio-defensive-bioderma-crema-calmante-tubo-x-40ml/COCV_533998.html,90965,87465,https://www.farmatodo.com.co/producto/257600028-crema-calmante-bioderma
NSOC90386-19CO,https://www.cruzverde.com.co/dermocosmeticos/cuidado-facial/bioderma-hydrabio-serum-hidratante-concentrado-para-piel-deshidratada-40ml/COCV_110482.html,114100,114065,https://www.farmatodo.com.co/producto/1036472-serum-bioderma-hydrabio
NSOC96327-19CO,https://www.cruzverde.com.co/dermocosmeticos/cuidado-facial/pigmentbio-foaming-cream-bioderma-limpiador-exfoliante-aclarador-tubo-x-200ml/COCV_532666.html,98315,95865,https://www.farmatodo.com.co/producto/218200081-pigmentbio-foaming-cream
NSOC95665-19CO,https://www.cruzverde.com.co/dermocosmeticos/cuidado-facial/pigmentbio-c-concentrate-bioderma-frasco-x-15ml/COCV_393031.html,136500,133665,https://www.farmatodo.com.co/producto/218200101-pigmentbio-c-concentrate
NSOC70408-16CO,https://www.cruzverde.com.co/dermocosmeticos/cuidado-facial/bioderma-hydrabio-crema-hidratante-para-piel-deshidratada-50ml/COCV_386107.html,95830,85768,https://www.farmatodo.com.co/producto/1051686-crema-facial-bioderma-hydrabio-creme-frasco-x-50-ml
NSOC40222-10CO,https://www.cruzverde.com.co/dermocosmeticos/cuidado-facial/sensibio-h2o-bioderma-desmaquillante-frasco-x-500ml/COCV_260658.html,115220,114065,https://www.farmatodo.com.co/producto/1038828-solucion-bioderma
NSOC19153-06COX473,https://www.cruzverde.com.co/dermocosmeticos/cuidado-corporal/locion-humectante-cetaphil-frasco-x-473ml/COCV_37118.html,96600,95865,https://www.farmatodo.com.co/producto/1022655-crema-cetaphil-emulsion
NSOC34046-18PEX473,https://www.cruzverde.com.co/belleza/cremascorporales/cerave-moisturising-locion-hidratante-para-piel-seca-a-muy-seca-frasco-x-473ml/COCV_291911.html,99050,83960,https://www.farmatodo.com.co/producto/237150082-locion-hidratante-cerave-x-473-ml
NSOC34046-18PEX236,https://www.cruzverde.com.co/belleza/cremascorporales/cerave-moisturising-locion-hidratante-frasco-x-236ml-para-piel-seca-a-muy-seca/COCV_291913.html,71300,60760,https://www.farmatodo.com.co/producto/237150074-locion-hidratante-cerave-x-236-ml
NSOC34301-18PEX454,https://www.cruzverde.com.co/belleza/cremascorporales/cerave-moisturising-crema-gel-hidratante-pote-x-454-g-piel-seca-a-muy-seca/COCV_291936.html,102000,82360,https://www.farmatodo.com.co/producto/237200060-crema-hidratante-cerave-x-454-gr
NSOC34301-18PEX170,https://www.cruzverde.com.co/belleza/cremascorporales/crema-hidratante-para-piel-seca-a-muy-seca-tubo-x-170g/COCV_404631.html,62200,48760,https://www.farmatodo.com.co/producto/237150058-crema-hidratante-cerave-x-170-gr
NSOC34661-09CO,https://www.cruzverde.com.co/bebe-y-maternidad/panales-y-toallitas-humedas/desitin-creamy-crema-tubo-x-57-gr/COCV_85576.html,24985,24950,https://www.farmatodo.com.co/producto/1034142-desitincreamy-x-57-gr
NSOC11553-04COX400,https://www.cruzverde.com.co/bebe-y-maternidad/hora-del-bano/shampoo-baby-original-johnson-frasco-x-400ml/COCV_161468.html,25555,20880,https://www.farmatodo.com.co/producto/105111831-shampoo-johnsons-original-x-400ml
NSOC11630-04CO,https://www.cruzverde.com.co/bebe-y-maternidad/hora-del-bano/jhonson´s-jabon-cremoso-baby-original-paquete-x-3bar-x-110g/COCV_164878.html,13965,12198,https://www.farmatodo.com.co/producto/207600020-jabon-cremoso-johnsons-original-x-3-110-gr
NSOC58064-14CO,https://www.cruzverde.com.co/bebe-y-maternidad/hora-del-bano/crema-hidratante-recien-nacido---johnson-s-baby-frasco-x-200ml/COCV_124796.html,17243,13760,https://www.farmatodo.com.co/producto/105061854-crema-liquida-johnsons-recien-nacido-x-200-ml
NSOC59536-14CO,https://www.cruzverde.com.co/bebe-y-maternidad/hora-del-bano/shampoo-johnson-s-gotas-de-brillo-frasco-x-750ml/COCV_295762.html,38048,30480,https://www.farmatodo.com.co/producto/105612003-shampoo-johnsons-gotas-de-brillo-x-750-ml
,https://www.cruzverde.com.co/bienestar-y-nutricion/nutricion/vaso-antiderrame-twistshake-mini-cup-4m-frasco-x-230ml-azul/COCV_553322.html,78470,33950,https://www.farmatodo.com.co/producto/1001778-viagra-100mg-tabletas
2021M-0013771-R1X60,https://www.cruzverde.com.co/bienestar-y-nutricion/vitaminas-y-minerales/caltrate-600-d-tabletas-recubiertas-600mg1500mg400ui-frasco-x-60/COCV_143692.html,74955,74350,https://www.farmatodo.com.co/producto/1049398-caltrate-600-con-vitamina-d-400-ui-fco-60-tabletas
2021M-0013771-R1X30,https://www.cruzverde.com.co/bienestar-y-nutricion/vitaminas-y-minerales/caltrate-600-d-frasco-x-30-tabletas-recubiertas/COCV_388618.html,47690,47050,https://www.farmatodo.com.co/producto/1049397-caltrate-600-con-vitamina-d-400-ui-fco-30-tabletas
2019M-0019511,https://www.cruzverde.com.co/bienestar-y-nutricion/vitaminas-y-minerales/gynets-4mg-tabletas-recubiertas-caja-x-28/COCV_386639.html,41800,41150,https://www.farmatodo.com.co/producto/213150109-gynets-abbott-4mg
2020M-0019961,https://www.cruzverde.com.co/bienestar-y-nutricion/vitaminas-y-minerales/lenzetto-1.53mgdosis-soluciontopica-frasco-x-8.1ml/COCV_393596.html,147535,143950,https://www.farmatodo.com.co/producto/227000232-lenzetto-153-mgdosis
2022M-0017880-R1,https://www.cruzverde.com.co/bienestar-y-nutricion/vitaminas-y-minerales/histotal-caja-x-4-ampollas-solucion-oral/COCV_156952.html,66690,64300,https://www.farmatodo.com.co/producto/210350121-histotal-euroetika
2007M-0007263-R2X10,https://www.cruzverde.com.co/bienestar-y-nutricion/vitaminas-y-minerales/tiamina-300mg-tabletas-blister-x-10-tabletas-ecar/COCV_17939.html,2470,2150,https://www.farmatodo.com.co/producto/1004132-fraccion-tiamina-ecar
2008M-0008375,https://www.cruzverde.com.co/bienestar-y-nutricion/vitaminas-y-minerales/nuvaring-2.711.7mg-caja-x-1-anillo-sistema-liberacion-vaginal/COCV_80806.html,93148,86950,https://www.farmatodo.com.co/producto/1032569-nuvaring-11727mg
2021M-0003599-R2X30,https://www.cruzverde.com.co/bienestar-y-nutricion/vitaminas-y-minerales/biocalcium-d-polvo-efervescente-500mg200ui-caja-x-30-sobres-x-444-gr/COCV_54194.html,47785,47600,https://www.farmatodo.com.co/producto/1016978-biocalcium-d-500mg-sob
SD2017-0004000X30,https://www.cruzverde.com.co/bienestar-y-nutricion/vitaminas-y-minerales/bion3-tableta-recubierta-frasco-x-30/COCV_121952.html,43320,42950,https://www.farmatodo.com.co/producto/1048295-bion3-tabletas-caja
2018M-0009269-R1X180,https://www.cruzverde.com.co/bienestar-y-nutricion/vitaminas-y-minerales/emulsion-de-scott-266252662.5ui100-ml-emulsion-oral-frasco-x-180-ml/COCV_30732.html,14963,14950,https://www.farmatodo.com.co/producto/1003474-emulsion-de-scott-tradicional-vitaminas-a-y-d-x-180-ml
2022M-002114-R4X120,https://www.cruzverde.com.co/bienestar-y-nutricion/vitaminas-y-minerales/complejo-b-jarabe-ecar-frasco-x-120-ml/COCV_21908.html,13633,12950,https://www.farmatodo.com.co/producto/1002515-complejo-b-ecar-jarabe
SD2021-0001439-R1X60,https://www.cruzverde.com.co/bienestar-y-nutricion/suplementos-dietarios/ferpro-frasco-x-60-capsula/COCV_125149.html,211993,206700,https://www.farmatodo.com.co/producto/1038060-ferpro-800mg-fertilidad-fco-x-60cap-plamatech
2022M-13512-R2X340,https://www.cruzverde.com.co/bienestar-y-nutricion/suplementos-dietarios/ferrovital-nf-105529107056mg5-ml-solucion-oral--frasco-x-340ml/COCV_103100.html,26315,26150,https://www.farmatodo.com.co/producto/1039457-ferro-vital-nf-mk-suplm
SD2015-0003671,https://www.cruzverde.com.co/bienestar-y-nutricion/suplementos-dietarios/vivera-5-billones-ufc-caja-x-8-sobres-x-2gr-cu-polvo-suspension-oral/COCV_133940.html,71900,60188,https://www.farmatodo.com.co/producto/1050452-vivera-baliv-sobres
SD2011-0002197X30,https://www.cruzverde.com.co/medicamentos/salud-digestiva/multiflora-plus-capsulas-via-oral-caja-x-30/COCV_113857.html,158793,158175,https://www.farmatodo.com.co/producto/1053272-multiflora-plus-1x10
SD2022-0004656,https://www.cruzverde.com.co/bienestar-y-nutricion/suplementos-dietarios/entero-balance-heel-suplemento-dietario-caja-x10sobx5.55gr/COCV_548391.html,81843,80250,https://www.farmatodo.com.co/producto/266200190-mediobiotix-entero-balance-heel-caja-x-10-sobres
2019M-0018900,https://www.cruzverde.com.co/salud-sexual/tratamiento-testosterona/bellanew-2.0-1.5-mg-caja-x-28-tabletas-recubiertas/COCV_164608.html,39378,39100,https://www.farmatodo.com.co/producto/204350125-bellanew-anticonceptivo
NSOC42530-19PE,https://www.cruzverde.com.co/belleza/cremascorporales/cerave-crema-reparadora-para-manos-extremadamente-secas-tubo-x-50ml/COCV_299254.html,38750,30360,https://www.farmatodo.com.co/producto/237150031-crema-reparadora-de-manos-cerave-x-50-ml
NSOC42869-19PE,https://www.cruzverde.com.co/belleza/cremascorporales/cerave-crema-alisadora-anti-rugosidades-pote-x-340gr/COCV_300616.html,113335,93560,https://www.farmatodo.com.co/producto/268851130-crema-alisadora-cerave
NSOC50739-21PE,https://www.cruzverde.com.co/belleza/cuidadofacial/crema-reparadora-cerave-contorno-de-ojos-frasco-x-14ml/COCV_291937.html,62950,44760,https://www.farmatodo.com.co/producto/280950501-crema-contorno-de-ojos
NSOC34296-18PE,https://www.cruzverde.com.co/belleza/cuidadofacial/gel-limpiador-espumoso para-piel-normal-a-grasa-frasco-x-473ml/COCV_291934.html,92720,51120,https://www.farmatodo.com.co/producto/299000493-gel-limpiador-espumoso
NSOC34338-18PE,https://www.cruzverde.com.co/belleza/cuidadofacial/locion-hidratante-cerave-de-rostro-frasco-x-52ml/COCV_292227.html,78400,54360,https://www.farmatodo.com.co/producto/281350612-locion-facial-cerave
NSOC15414-22CO,https://www.cruzverde.com.co/belleza/cuidadofacial/locion-hidratante-de-rostro-cerave-para-piel-normal-a-seca-frasco-x-52ml/COCV_547475.html,88750,61560,https://www.farmatodo.com.co/producto/237200086-crema-hidratante-facial-cerave-x-52-ml
NSOC81774-17CO,https://www.cruzverde.com.co/belleza/cuidadofacial/agua-micelar-desmaquillante-todo-en-1-skinactive-frasco-x-400ml/COCV_163587.html,26790,11950,https://www.farmatodo.com.co/producto/208300053-agua-micelar-garnier-todo-en-1-100-ml
NSOC00635-22ECX42,https://www.cruzverde.com.co/belleza/maquillaje/labial-liquido-maybelline-25-super-stay-vinyl-ink-frasco-x-4.2ml-red-hot/COCV_537561.html,67350,51160,https://www.farmatodo.com.co/producto/255000096-labial-maybelline-super
NSOC69973-15COX6,https://www.cruzverde.com.co/belleza/maquillaje/corrector-liquido-maybelline-140-instant-age-rewind-eraser-frasco-x-6ml-honey/COCV_423345.html,62700,59950,https://www.farmatodo.com.co/producto/266250023-corrector-maybelline-age-rewind-ivory-x-6-ml
NSOC69973-15CO,https://www.cruzverde.com.co/belleza/maquillaje/corrector-liquido-maybelline-100-instant-age-rewind-eraser-frasco-x-6ml-ivory/COCV_565972.html,62700,59950,https://www.farmatodo.com.co/producto/266300035-corrector-maybelline-age-rewind-warm-light-x-6-ml
NSOC00635-22EC,https://www.cruzverde.com.co/belleza/maquillaje/labial-liquido-maybelline-50-super-stay-vinyl-ink-frasco-x-4.2ml-wicked/COCV_537560.html,67350,51960,https://www.farmatodo.com.co/producto/270750813-labial-maybelline-super
